업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태
윤스테이,외국인관광도시민박업,"서울특별시 송파구 백제고분로34길 3-14, 302호 (석촌동)",CDFI2262212026000010,2026-01-27,영업/정상(영업중)
루키's 스테이,외국인관광도시민박업,"서울특별시 강남구 언주로164길 15-6, 305호 (신사동)",CDFI2262212026000058,2026-02-09,영업/정상(영업중)
우든 슬로우 스테이,외국인관광도시민박업,"서울특별시 동대문구 천호대로 7-10, 4층 2호 (신설동)",CDFI2262212026000004,2026-02-09,영업/정상(영업중)
스테이 감,외국인관광도시민박업,"서울특별시 동대문구 망우로12라길 38, 203호 (휘경동, 로즈힐)",CDFI2262212026000003,2026-02-09,영업/정상(영업중)
송파 스테이 110,외국인관광도시민박업,"서울특별시 송파구 가락로23길 14-27, 201호 (송파동)",CDFI2262212026000012,2026-02-04,영업/정상(영업중)
어반스테이 송파(Urban Stay_Songpa),외국인관광도시민박업,"서울특별시 송파구 오금로27길 25-15, 지하1층 1호 (방이동)",CDFI2262212026000009,2026-01-22,영업/정상(영업중)
솔린스테이,외국인관광도시민박업,"서울특별시 용산구 청파로57가길 5, 302호 (청파동2가)",CDFI2262212026000030,2026-02-13,영업/정상(영업중)
캉스하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로3나길 18, 1층 (성산동)",CDFI2262212026000146,2026-03-11,영업/정상(영업중)
Hangang 204,외국인관광도시민박업,"서울특별시 용산구 이촌로18길 11-26, A동 204호 (이촌동, 새마을연립)",CDFI2262212026000045,2026-03-10,영업/정상(영업중)
로렐스테이,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 26, B01호 (석촌동)",CDFI2262212026000018,2026-02-13,영업/정상(영업중)
미까사,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 23, 303호 (석촌동)",CDFI2262212026000015,2026-02-11,영업/정상(영업중)
망원 데이데이,외국인관광도시민박업,"서울특별시 마포구 희우정로 93-1, 2층 (망원동)",CDFI2262212026000142,2026-03-11,영업/정상(영업중)
Ms. Kim's DDM HOUSE,외국인관광도시민박업,"서울특별시 동대문구 천호대로24길 38, 102호 (용두동)",CDFI2262212026000011,2026-03-10,영업/정상(영업중)
엠케이코하우징,외국인관광도시민박업,"서울특별시 서대문구 연희로12길 28-15, 201호 (연희동)",CDFI2262212026000045,2026-03-11,영업/정상(영업중)
해피하우스2,외국인관광도시민박업,"서울특별시 마포구 방울내로9길 34, 2층 201호 (망원동)",CDFI2262212026000143,2026-03-11,영업/정상(영업중)
휘게,외국인관광도시민박업,"서울특별시 마포구 동교로36길 15, 3~5층 (연남동)",CDFI2262212026000141,2026-03-11,영업/정상(영업중)
결,외국인관광도시민박업,"서울특별시 마포구 동교로8길 14, 2층 202호 (합정동)",CDFI2262212026000144,2026-03-11,영업/정상(영업중)
퓨어하우스,외국인관광도시민박업,"서울특별시 강남구 도곡로69길 13, 202호 (대치동)",CDFI2262212026000085,2026-03-11,영업/정상(영업중)
"오늘, 신도림",외국인관광도시민박업,"서울특별시 구로구 공원로6나길 35-8, 1층 (구로동)",CDFI2262212026000008,2026-02-10,영업/정상(영업중)
스프링 하우스(Spring House),외국인관광도시민박업,서울특별시 관악구 남부순환로180길 15 (신림동),CDFI2262212026000040,2026-02-11,영업/정상(영업중)
라인 스테이,외국인관광도시민박업,"서울특별시 구로구 경서로1나길 18, 101호 (개봉동)",CDFI2262212026000015,2026-03-11,영업/정상(영업중)
한스테이 마포,외국인관광도시민박업,"서울특별시 마포구 성산로2길 21-33, 지층 B02호 (성산동)",CDFI2262212026000060,2026-02-11,영업/정상(영업중)
집콕,외국인관광도시민박업,"서울특별시 구로구 개봉로17라길 27, 101호 (개봉동)",CDFI2262212026000009,2026-02-10,영업/정상(영업중)
SSOL HOUSE,외국인관광도시민박업,"서울특별시 마포구 성미산로23길 76, 1층 (연남동)",CDFI2262212026000145,2026-03-11,영업/정상(영업중)
우디스토리,외국인관광도시민박업,"서울특별시 강남구 언주로153길 14-2, 201호 (신사동)",CDFI2262212026000064,2026-02-11,영업/정상(영업중)
소브르,외국인관광도시민박업,"서울특별시 서대문구 신촌로3가길 8, 2층 2층호 (창천동)",CDFI2262212026000024,2026-02-11,영업/정상(영업중)
곳모닝서울,외국인관광도시민박업,"서울특별시 광진구 아차산로58가길 15, 102호 (구의동, 썬빌리지)",CDFI2262212026000037,2026-03-11,영업/정상(영업중)
K-Hubhouse,외국인관광도시민박업,"서울특별시 중랑구 동일로172길 48, 롯데빌 2층 201호 (묵동)",CDFI2262212026000007,2026-02-11,영업/정상(영업중)
루미홈,외국인관광도시민박업,"서울특별시 은평구 가좌로 293, 602호 (신사동)",CDFI2262212026000010,2026-02-11,영업/정상(영업중)
달고나스테이,외국인관광도시민박업,"서울특별시 마포구 월드컵로5길 33-22, 1층 102호 (합정동)",CDFI2262212026000059,2026-02-11,영업/정상(영업중)
슬로우 포레스트,외국인관광도시민박업,"서울특별시 서초구 논현로5길 24-14, 101호 (양재동, 태림빌라)",CDFI2262212026000005,2026-02-11,영업/정상(영업중)
슬로우 아뜰리에,외국인관광도시민박업,"서울특별시 강남구 학동로4길 43-2, B102호 (논현동)",CDFI2262212026000065,2026-02-11,영업/정상(영업중)
스테이 안,외국인관광도시민박업,"서울특별시 관악구 법원단지13길 8, B03호 (신림동)",CDFI2262212026000041,2026-02-11,영업/정상(영업중)
로컬스테이,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 24-1, 202호 (둔촌동)",CDFI2262212026000019,2026-03-13,영업/정상(영업중)
슬로우 스테이,외국인관광도시민박업,"서울특별시 동대문구 이문로21길 17, 1층 (이문동)",CDFI2262212026000013,2026-03-13,영업/정상(영업중)
작은정원,외국인관광도시민박업,"서울특별시 관악구 낙성대역10길 3, 202호 (봉천동)",CDFI2262212026000058,2026-03-13,영업/정상(영업중)
가든스테이,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 24-1, 102호 (둔촌동)",CDFI2262212026000020,2026-03-13,영업/정상(영업중)
순스테이,외국인관광도시민박업,"서울특별시 송파구 토성로15길 6, 402호 (풍납동)",CDFI2262212026000028,2026-03-13,영업/정상(영업중)
다온스테이(DAON STAY),외국인관광도시민박업,"서울특별시 강북구 삼양로119길 4, 201호 (수유동, 더하우스)",CDFI2262212026000009,2026-03-13,영업/정상(영업중)
포엠 스테이,외국인관광도시민박업,"서울특별시 용산구 청파로47나길 78, 2층 (청파동1가)",CDFI2262212026000047,2026-03-12,영업/정상(영업중)
소당 스테이,외국인관광도시민박업,"서울특별시 중구 다산로39가길 8, 202호 (신당동)",CDFI2262212026000025,2026-03-13,영업/정상(영업중)
우주민박 002,외국인관광도시민박업,"서울특별시 용산구 신흥로 19-2, 1층 (용산동2가)",CDFI2262212026000050,2026-03-14,영업/정상(영업중)
서울의 지평선,외국인관광도시민박업,"서울특별시 강남구 도산대로16길 13-3, 102호 (논현동)",CDFI2262212026000090,2026-03-13,영업/정상(영업중)
도란도란,외국인관광도시민박업,"서울특별시 용산구 두텁바위로69길 22-5, 101호 (후암동)",CDFI2262212026000049,2026-03-14,영업/정상(영업중)
공디스테이,외국인관광도시민박업,"서울특별시 마포구 새창로 20, 3층 (도화동)",CDFI2262212026000152,2026-03-13,영업/정상(영업중)
STAY 762,외국인관광도시민박업,"서울특별시 용산구 이태원로16길 21-20, 지층 (이태원동)",CDFI2262212025000110,2025-12-15,영업/정상(영업중)
어반 오디세이,외국인관광도시민박업,"서울특별시 강남구 선릉로103길 14-3, 201호 (역삼동)",CDFI2262212025000080,2025-12-29,영업/정상(영업중)
밍기적 하우스,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 22, 1층 102호 (둔촌동)",CDFI2262212025000057,2025-07-28,영업/정상(영업중)
오라하우스,외국인관광도시민박업,"서울특별시 동대문구 고산자로62길 1-10, 202호 (제기동)",CDFI2262212026000008,2026-03-05,영업/정상(영업중)
자양빈관,외국인관광도시민박업,"서울특별시 광진구 동일로10다길 10, 2층 (자양동)",CDFI2262212026000035,2026-03-05,영업/정상(영업중)
설입,외국인관광도시민박업,"서울특별시 관악구 행운1길 78-4, 1층 (봉천동)",CDFI2262212026000003,2026-01-05,영업/정상(영업중)
여기연남스테이,외국인관광도시민박업,"서울특별시 마포구 성미산로16길 3-3, 1층 (연남동)",CDFI2262212026000119,2026-03-04,영업/정상(영업중)
스테이 누아르,외국인관광도시민박업,"서울특별시 마포구 와우산로29가길 28, 2층 (서교동)",CDFI2262212026000137,2026-03-09,영업/정상(영업중)
광진 외국인 하우스,외국인관광도시민박업,"서울특별시 광진구 동일로10나길 3, 1층 (자양동)",CDFI2262212026000034,2026-03-05,영업/정상(영업중)
올리브 스테이,외국인관광도시민박업,"서울특별시 마포구 연남로1길 51, 지층 (연남동)",CDFI2262212026000123,2026-03-04,영업/정상(영업중)
망원루,외국인관광도시민박업,"서울특별시 마포구 월드컵로11길 72, 5층 502호 (망원동)",CDFI2262212026000120,2026-03-04,영업/정상(영업중)
Maple Guest House,외국인관광도시민박업,"서울특별시 서대문구 연희로4길 16, 106호 (창천동)",CDFI2262212026000042,2026-03-09,영업/정상(영업중)
스테이 체리,외국인관광도시민박업,"서울특별시 마포구 와우산로29가길 28, 1층 (서교동)",CDFI2262212026000138,2026-03-09,영업/정상(영업중)
채채,외국인관광도시민박업,"서울특별시 동작구 남부순환로269길 7-1, 201호 (사당동)",CDFI2262212026000011,2026-03-05,영업/정상(영업중)
호루스 스테이,외국인관광도시민박업,"서울특별시 마포구 양화진길 27, 지층 001호 (합정동)",CDFI2262212026000118,2026-03-04,영업/정상(영업중)
HANA STAY,외국인관광도시민박업,"서울특별시 은평구 은평로21길 10-7, 102호 (녹번동)",CDFI2262212026000020,2026-03-09,영업/정상(영업중)
"해방촌, 당신의 쉼",외국인관광도시민박업,서울특별시 용산구 신흥로7길 35-3 (용산동2가),CDFI2262212026000044,2026-03-09,영업/정상(영업중)
윌라,외국인관광도시민박업,"서울특별시 강남구 도산대로30길 16-3, 302호 (논현동)",CDFI2262212026000083,2026-03-09,영업/정상(영업중)
스테이지,외국인관광도시민박업,"서울특별시 마포구 와우산로5길 25-9, 102호 (상수동, 범일빌라)",CDFI2262212026000135,2026-03-09,영업/정상(영업중)
카일룸 블랙 701,외국인관광도시민박업,"서울특별시 강남구 언주로 565, 701호 (역삼동, 상지 카일룸 블랙)",CDFI2262212026000082,2026-03-09,영업/정상(영업중)
후암3쉐어하우스,외국인관광도시민박업,서울특별시 용산구 한강대로102다길 28-4 (후암동),CDFI2262212026000043,2026-03-09,영업/정상(영업중)
Casa de Abuela,외국인관광도시민박업,"서울특별시 용산구 후암로16길 14, 301호 (후암동, 베리하우스)",CDFI2262212026000029,2026-02-12,영업/정상(영업중)
Slow Forest,외국인관광도시민박업,"서울특별시 서초구 논현로5길 24-14, 101호 (양재동, 태림빌라)",CDFI2262212026000006,2026-02-12,영업/정상(영업중)
세리 하우스,외국인관광도시민박업,"서울특별시 용산구 녹사평대로40길 43-9, 1층 201호 (이태원동)",CDFI2262212026000027,2026-02-12,영업/정상(영업중)
복복당,외국인관광도시민박업,서울특별시 성북구 성북로5길 29-12 (성북동1가),CDFI2262212026000012,2026-02-12,영업/정상(영업중)
이지스테이,외국인관광도시민박업,"서울특별시 은평구 갈현로27길 23-2, 지하1호 (갈현동)",CDFI2262212026000019,2026-03-09,영업/정상(영업중)
모아 하우스,외국인관광도시민박업,"서울특별시 용산구 녹사평대로40길 43-9, 지층 101호 (이태원동)",CDFI2262212026000028,2026-02-12,영업/정상(영업중)
레드스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로29가길 28, 3층 (서교동)",CDFI2262212026000139,2026-03-09,영업/정상(영업중)
스페이스랩 상수,외국인관광도시민박업,"서울특별시 마포구 어울마당로2길 13-6, 지층 1호 (당인동)",CDFI2262212026000136,2026-03-09,영업/정상(영업중)
온정 스테이,외국인관광도시민박업,"서울특별시 서대문구 신촌로3길 58, 지101호 (창천동)",CDFI2262212026000025,2026-02-12,영업/정상(영업중)
메종 드 강남 스테이,외국인관광도시민박업,"서울특별시 강남구 언주로153길 14-2, B01호 (신사동)",CDFI2262212026000009,2026-01-08,영업/정상(영업중)
엘리하우스,외국인관광도시민박업,"서울특별시 은평구 가좌로 293, 503호 (신사동)",CDFI2262212026000011,2026-02-11,영업/정상(영업중)
스틸 신사,외국인관광도시민박업,"서울특별시 서초구 나루터로10길 30, 302호 (잠원동, 동일빌라)",CDFI2262212026000004,2026-02-09,영업/정상(영업중)
윰스테이,외국인관광도시민박업,"서울특별시 강남구 논현로81길 5, 501호 (역삼동)",CDFI2262212026000050,2026-02-05,영업/정상(영업중)
코지넉,외국인관광도시민박업,"서울특별시 구로구 경인로47나길 14-10, 202호 (고척동)",CDFI2262212026000005,2026-02-05,영업/정상(영업중)
