업소명,민박업소형태,주소,지번주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude,coord_duplicate_count
엘리하우스,외국인관광도시민박업,"서울특별시 은평구 가좌로 293, 503호 (신사동)",서울 은평구 신사동 39-28,CDFI2262212026000011,2026-02-11,영업/정상(영업중),37.5942076155737,126.911664416938,6
스틸 신사,외국인관광도시민박업,"서울특별시 서초구 나루터로10길 30, 302호 (잠원동, 동일빌라)",서울 서초구 잠원동 17-22,CDFI2262212026000004,2026-02-09,영업/정상(영업중),37.5137214649672,127.015982149164,2
아지트,외국인관광도시민박업,"서울특별시 은평구 가좌로 293, 801호 (신사동)",서울 은평구 신사동 39-28,CDFI2262212026000012,2026-02-12,영업/정상(영업중),37.5942076155737,126.911664416938,6
서울우리집(SEOUL WOORIJIB),외국인관광도시민박업,서울특별시 중구 장충단로8나길 7 (장충동1가),서울 중구 장충동1가 38-10,CDFI2262212022000009,2022-10-07,영업/정상(영업중),37.5628417295742,127.008246739015,2
코맘하우스,외국인관광도시민박업,"서울특별시 강남구 역삼로17길 35, 401호 (역삼동, 더클래스)",서울 강남구 역삼동 744-17,CDFI2262212026000052,2026-02-05,영업/정상(영업중),37.4971520195133,127.036486527622,2
잔잔스테이,외국인관광도시민박업,"서울특별시 강남구 도산대로98길 17, 102호 (청담동)",서울 강남구 청담동 57-7,CDFI2262212026000061,2026-02-09,영업/정상(영업중),37.5234860092719,127.051552899063,2
호영하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로33길 17, 3층 401호 (서교동, 석산빌라)",서울 마포구 서교동 327-2,CDFI2262212024000283,2024-09-25,영업/정상(영업중),37.5553029890765,126.929397280376,3
서울스테이,외국인관광도시민박업,"서울특별시 강남구 봉은사로48길 50-2, 202호 (역삼동)",서울 강남구 역삼동 691-16,CDFI2262212026000046,2026-02-03,영업/정상(영업중),37.5066479957565,127.043151134281,3
스테이 여유,외국인관광도시민박업,"서울특별시 서대문구 홍제내4길 4-9, 202호 (홍제동)",서울 서대문구 홍제동 334-109,CDFI2262212025000025,2025-03-10,영업/정상(영업중),37.5873144952041,126.936635993626,2
신사 삼삼하우스,외국인관광도시민박업,"서울특별시 강남구 도산대로4길 14, 302호 (논현동)",서울 강남구 논현동 16-11,CDFI2262212026000047,2026-02-04,영업/정상(영업중),37.5155486980293,127.021157801504,4
스튜디오 화양,외국인관광도시민박업,"서울특별시 광진구 군자로5길 7-8, 동네친구 301호 (화양동)",서울 광진구 화양동 15-76,CDFI2262212026000018,2026-02-04,영업/정상(영업중),37.5451243124047,127.070467174584,2
홍대 스테이,외국인관광도시민박업,"서울특별시 마포구 잔다리로6길 5, 804호 (서교동)",서울 마포구 서교동 372-9,CDFI2262212026000002,2026-01-02,영업/정상(영업중),37.5521904195273,126.91943098523,2
구룸하우스,외국인관광도시민박업,"서울특별시 관악구 관천로24길 21-9, 101호 (신림동)",서울 관악구 신림동 1448-27,CDFI2262212024000099,2024-09-02,영업/정상(영업중),37.489028677096,126.922791445919,3
성균관 사랑방 게스트하우스,외국인관광도시민박업,"서울특별시 종로구 성균관로1길 12, 202호 (명륜3가)",서울 종로구 명륜3가 143-4,CDFI2262212026000013,2026-02-02,영업/정상(영업중),37.5831376272952,126.997690408623,3
마중,외국인관광도시민박업,"서울특별시 종로구 통일로12길 24-23, 101호 (행촌동)",서울 종로구 행촌동 210-662,CDFI2262212025000056,2025-04-28,영업/정상(영업중),37.5736378027296,126.961303185307,3
Gem stay,외국인관광도시민박업,"서울특별시 구로구 오류로8바길 3-12, 101호 (오류동)",서울 구로구 오류동 145-1,CDFI2262212024000016,2024-12-16,영업/정상(영업중),37.4931928211517,126.847007861585,2
Calm and cozy house,외국인관광도시민박업,"서울특별시 마포구 동교로23길 89-7, 지층 (성산동)",서울 마포구 성산동 630-17,CDFI2262212023000104,2023-08-07,영업/정상(영업중),37.5595360036494,126.917507173557,4
헤이븐,외국인관광도시민박업,"서울특별시 관악구 남부순환로239길 22-6, 203호 (봉천동)",서울 관악구 봉천동 1684-7,CDFI2262212026000034,2026-02-04,영업/정상(영업중),37.4787946066091,126.962059885922,2
스테이 조은,외국인관광도시민박업,"서울특별시 마포구 동교로30길 12, 1층 (동교동)",서울 마포구 동교동 150-8,CDFI2262212026000072,2026-02-13,영업/정상(영업중),37.5603163350035,126.924758026747,2
cozy house,외국인관광도시민박업,"서울특별시 관악구 문성로38길 32-20, 2층 (신림동)",서울 관악구 신림동 412-348,CDFI2262212026000033,2026-02-02,영업/정상(영업중),37.4769727742829,126.929337518606,2
김형준 스테이,외국인관광도시민박업,"서울특별시 강동구 성안로31나길 17, B03호 (천호동)",서울 강동구 천호동 207-7,CDFI2262212024000077,2024-12-30,영업/정상(영업중),37.5414156953972,127.134450516438,2
타일러 하우스,외국인관광도시민박업,"서울특별시 마포구 독막로3길 28-12, B01호 (서교동)",서울 마포구 서교동 396-14,CDFI2262212026000071,2026-02-13,영업/정상(영업중),37.5494934663206,126.917738686663,2
스테이블루,외국인관광도시민박업,"서울특별시 마포구 신촌로10길 35, 101호 (동교동)",서울 마포구 동교동 186-27,CDFI2262212026000070,2026-02-13,영업/정상(영업중),37.5551352141892,126.932304736402,3
Sweet Home Seoul,외국인관광도시민박업,"서울특별시 영등포구 영중로 145, 102동 1601호 (영등포동8가, 영등포삼환아파트)",서울 영등포구 영등포동8가 76-1,CDFI2262212016000002,2016-09-01,영업/정상(영업중),37.5299598453919,126.905079994793,3
kelly homestay,외국인관광도시민박업,"서울특별시 영등포구 영중로 145, 103동 402호 (영등포동8가, 영등포삼환아파트)",서울 영등포구 영등포동8가 76-1,CDFI2262212013000002,2013-01-02,영업/정상(영업중),37.5299598453919,126.905079994793,3
온유Stay(온유스테이),외국인관광도시민박업,"서울특별시 관악구 신림로48길 17-12, 101호 (신림동)",서울 관악구 신림동 91-46,CDFI2262212026000057,2026-03-12,영업/정상(영업중),37.4795300197818,126.933371420889,4
단잠성수 1호점,외국인관광도시민박업,"서울특별시 성동구 연무장18길 16-5, 2층 (성수동2가)",서울 성동구 성수동2가 269-145,CDFI2262212026000024,2026-03-12,영업/정상(영업중),37.5393367040058,127.061850863575,2
역삼 스테이,외국인관광도시민박업,"서울특별시 강남구 선릉로103길 14-3, 202호 (역삼동)",서울 강남구 역삼동 693-27,CDFI2262212026000089,2026-03-12,영업/정상(영업중),37.5072378737162,127.044393883144,3
JnJ House,외국인관광도시민박업,"서울특별시 서대문구 연희로15길 5, 601호 (연희동)",서울 서대문구 연희동 137-11,CDFI2262212026000023,2026-02-11,영업/정상(영업중),37.5678468950266,126.931163690153,4
화이트브라운,외국인관광도시민박업,"서울특별시 마포구 월드컵북로6길 31-7, 1층 (연남동)",서울 마포구 연남동 570-32,CDFI2262212023000081,2023-07-04,영업/정상(영업중),37.5588509865375,126.92001075761,3
하나 하우스,외국인관광도시민박업,"서울특별시 서대문구 연희로15길 5, 302호 (연희동)",서울 서대문구 연희동 137-11,CDFI2262212026000048,2026-03-13,영업/정상(영업중),37.5678468950266,126.931163690153,4
라이언 스테이,외국인관광도시민박업,"서울특별시 강남구 언주로104길 25-1, 201호 (역삼동)",서울 강남구 역삼동 685-5,CDFI2262212026000087,2026-03-12,영업/정상(영업중),37.5078291689859,127.04227686157,3
단잠성수 2호점,외국인관광도시민박업,"서울특별시 성동구 연무장18길 16-5, 1층 (성수동2가)",서울 성동구 성수동2가 269-145,CDFI2262212026000025,2026-03-12,영업/정상(영업중),37.5393367040058,127.061850863575,2
화이트엔젤,외국인관광도시민박업,"서울특별시 마포구 월드컵북로6길 31-7, 지층 (연남동)",서울 마포구 연남동 570-32,CDFI2262212023000190,2023-12-08,영업/정상(영업중),37.5588509865375,126.92001075761,3
풀문스테이,외국인관광도시민박업,"서울특별시 용산구 후암로4길 14-5, 101호 (후암동)",서울 용산구 후암동 254-74,CDFI2262212026000018,2026-01-30,영업/정상(영업중),37.5468611764806,126.979231223507,3
더퍼스트홍대스테이301,외국인관광도시민박업,"서울특별시 마포구 와우산로27길 18, 301호 (서교동, 서교동다세대주택)",서울 마포구 서교동 335-17,CDFI2262212024000276,2024-09-20,영업/정상(영업중),37.5542091837269,126.927474171057,3
강남 23,외국인관광도시민박업,"서울특별시 강남구 강남대로120길 23, 101호 (논현동)",서울 강남구 논현동 167-21,CDFI2262212026000080,2026-03-04,영업/정상(영업중),37.5074941000578,127.025187010429,2
스틸 타임,외국인관광도시민박업,"서울특별시 중구 퇴계로20길 41-9, 201호 (남산동2가)",서울 중구 남산동2가 20-2,CDFI2262212026000019,2026-03-04,영업/정상(영업중),37.5587283915085,126.986640996883,4
스테이 지수,외국인관광도시민박업,"서울특별시 강남구 강남대로120길 23, 201호 (논현동)",서울 강남구 논현동 167-21,CDFI2262212026000079,2026-03-04,영업/정상(영업중),37.5074941000578,127.025187010429,2
스테이 나우,외국인관광도시민박업,"서울특별시 영등포구 당산로16길 24-12, 702호 (당산동1가)",서울 영등포구 당산동1가 256-99,CDFI2262212026000013,2026-03-03,영업/정상(영업중),37.5219735262037,126.898135101146,4
스테이 일로,외국인관광도시민박업,"서울특별시 마포구 동교로38길 26-7, 201호 (연남동)",서울 마포구 연남동 390-48,CDFI2262212022000074,2022-11-09,영업/정상(영업중),37.5616260185,126.92531752985,3
+82 Capsule Hotel,외국인관광도시민박업,"서울특별시 마포구 어울마당로 49, 5~6층 (서교동)",서울 마포구 서교동 403-14,CDFI2262212025000396,2025-11-06,영업/정상(영업중),37.5495744865944,126.920665482944,2
잠실하루스테이,외국인관광도시민박업,"서울특별시 송파구 백제고분로34길 18-9, 201호 (석촌동)",서울 송파구 석촌동 215-16,CDFI2262212026000017,2026-02-11,영업/정상(영업중),37.5007212834822,127.098236797427,3
코코 서울 스테이,외국인관광도시민박업,"서울특별시 광진구 아차산로49길 48, 102호 (구의동)",서울 광진구 구의동 252-61,CDFI2262212026000028,2026-02-19,영업/정상(영업중),37.5389958003942,127.084354567114,3
로렐스테이 03호,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 26, B03호 (석촌동)",서울 송파구 석촌동 229-11,CDFI2262212026000016,2026-02-11,영업/정상(영업중),37.5001235848351,127.099708330025,5
메이트 프로젝트,외국인관광도시민박업,"서울특별시 광진구 아차산로26길 25-5, 102호 (자양동)",서울 광진구 자양동 10-9,CDFI2262212026000030,2026-02-19,영업/정상(영업중),37.5401653538611,127.066172076766,3
코지네스트777,외국인관광도시민박업,"서울특별시 강남구 도곡로25길 32, 304호 (역삼동)",서울 강남구 역삼동 777-40,CDFI2262212026000069,2026-02-19,영업/정상(영업중),37.4947905706112,127.040890026378,8
네스트 인 망원 1,외국인관광도시민박업,"서울특별시 마포구 성미산로3가길 9, 1층 101호 (성산동)",서울 마포구 성산동 254-21,CDFI2262212026000089,2026-02-23,영업/정상(영업중),37.5596256654753,126.908593159077,3
코티지 코지 하우스,외국인관광도시민박업,"서울특별시 관악구 신림로71길 42, B02호 (신림동)",서울 관악구 신림동 1441-27,CDFI2262212026000046,2026-02-19,영업/정상(영업중),37.4881299039258,126.926001684978,2
Apple Stay,외국인관광도시민박업,"서울특별시 관악구 쑥고개로 114, 302호 (봉천동)",서울 관악구 봉천동 1573-2,CDFI2262212026000047,2026-02-19,영업/정상(영업중),37.4788721298746,126.948991273527,2
마포 BNB 트립,외국인관광도시민박업,"서울특별시 마포구 대흥로 14, VIP빌딩 302호 (용강동)",서울 마포구 용강동 494-2,CDFI2262212026000085,2026-02-20,영업/정상(영업중),37.5423552268544,126.937282715567,2
버드스테이인서울,외국인관광도시민박업,"서울특별시 관악구 관천로18길 36-2, B02호 (신림동)",서울 관악구 신림동 1455-23,CDFI2262212026000049,2026-02-23,영업/정상(영업중),37.4876333777236,126.925031686771,2
신디하우스,외국인관광도시민박업,"서울특별시 광진구 군자로5길 7-8, 동네친구 303호 (화양동)",서울 광진구 화양동 15-76,CDFI2262212026000031,2026-02-23,영업/정상(영업중),37.5451243124047,127.070467174584,2
늘솜 스테이(서울),외국인관광도시민박업,"서울특별시 중랑구 사가정로52길 37, 102동 5층 501호 (면목동, ES팰리스)",서울 중랑구 면목동 633-3,CDFI2262212026000004,2026-02-02,영업/정상(영업중),37.5792633606926,127.086430724581,16
지니어스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로48길 33-5, 1층 102호 (상암동)",서울 마포구 상암동 13-18,CDFI2262212026000046,2026-02-02,영업/정상(영업중),37.5774986141264,126.895247568146,3
고요,외국인관광도시민박업,"서울특별시 중랑구 사가정로52길 37, 102동 7층 704호 (면목동, ES팰리스)",서울 중랑구 면목동 633-3,CDFI2262212026000005,2026-02-02,영업/정상(영업중),37.5792633606926,127.086430724581,16
라이크 유어 홈,외국인관광도시민박업,"서울특별시 서대문구 연세로2라길 55, 203호 (창천동)",서울 서대문구 창천동 4-22,CDFI2262212026000016,2026-02-02,영업/정상(영업중),37.5582934052741,126.941251514838,9
